,S1_sobol,ST_sobol
0,0.06989550516669533,0.07344822007282564
1,-0.00014319771822180955,6.252917591166316e-05
2,0.004761507305387115,0.0031201673008254744
3,0.000743506164049959,0.00034133966704985027
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0003540930158306574,0.0003923338323993378
10,0.000589916137905626,0.0002277724761727616
11,0.0,0.0
12,0.04681325498471455,0.054259911674986096
13,0.15216375934016585,0.1625663508318015
14,0.002338763325375363,0.007345456494720275
15,0.046838676900761635,0.05758273130870971
16,0.03789289159082071,0.042741821949810195
17,0.00024597013814582744,8.511680184484882e-05
18,-2.5101447830864374e-05,2.5457673447256806e-06
19,0.0,0.0
20,0.0022688038945994516,0.0025044037482472134
21,0.37911769271946316,0.39772724320531194
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.00011482931128299266,1.4096690331784965e-05
27,0.1218619561497971,0.12342328857931767
28,1.2499960370473212e-05,9.176004873613946e-08
29,0.10852429345469389,0.11082275416082214
30,-0.00016281240934960039,9.090431512510295e-06
31,2.4620243000614522e-05,5.17570897883488e-07
32,-2.4034141980238524e-05,4.982432421921924e-06
