,S1_sobol,ST_sobol
0,0.0014468291858700205,0.0023286085920860887
1,5.144994452227253e-05,1.1367640187952673e-05
2,-0.00029263629202283775,0.00035365852209761543
3,-0.00016848224043065525,1.2492791482324693e-05
4,0.002676455100379666,0.0025610870030628313
5,0.0,0.0
6,0.03235579810540839,0.0353671090838683
7,0.0,0.0
8,0.0366866368222913,0.03837572265259548
9,-0.00020142138050929762,4.795053895155812e-05
10,-3.716754569502816e-05,1.605318432046419e-05
11,0.1202820244661338,0.12466358428250611
12,0.01500507277861577,0.017535037511286548
13,0.000681156754269922,0.006940517159371869
14,-0.000843508746144485,0.000497252496151585
15,0.0008886826818931202,0.0010408805939768494
16,0.17508699888218318,0.18123932872443665
17,9.07903406969015e-06,6.065716339819435e-05
18,0.00014884876039318232,8.788095499872113e-05
19,0.0,0.0
20,0.0001409402895422051,6.358843464329789e-06
21,0.015433772133599493,0.017849316175341284
22,0.0,0.0
23,0.0,0.0
24,0.519966822500873,0.5403282074414965
25,0.014626827551787638,0.02584412502736961
26,4.2885320563329564e-05,5.875206583253259e-06
27,0.002518764718403736,0.0038445237753450814
28,7.540418807660424e-06,4.455914448483931e-06
29,0.024967351702413033,0.03573238272383365
30,0.0006606268455591141,0.0003484804807042283
31,0.00015995872503936405,0.00011118387566412562
32,0.00029383055755985204,0.00041087965367017306
