,S1_sobol,ST_sobol
0,0.11921553101847686,0.12545702100577671
1,4.034449433628915e-05,1.885189848154485e-06
2,-0.00040417929669724724,3.9409914882664305e-05
3,-0.0003667741641418054,3.8349083019032446e-05
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.00035814268280060765,0.000833603021190221
10,0.000691558712021956,0.0006744454855196258
11,0.0,0.0
12,0.007379996962192476,0.011007362117703997
13,0.20077260271681618,0.2473075200357202
14,0.006641814861949062,0.019680143449641915
15,0.12600868366565723,0.1858386498334545
16,0.014187425656980487,0.015360913061566615
17,0.0002603290898932369,4.4622197403494884e-05
18,2.191484642069416e-05,8.146843869442675e-07
19,0.0,0.0
20,0.006123180985182787,0.006599072970150746
21,0.3055610412719025,0.39362943759963925
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,-1.2988065204240746e-05,7.585629123126178e-05
27,0.0804840120394924,0.08549709000844741
28,-6.023310125817726e-06,7.535870174295406e-08
29,0.07919640896917202,0.08833072628442606
30,-2.2212980134874295e-06,3.3448491200550254e-06
31,8.951350784461558e-06,1.3648250272862535e-07
32,-1.7712407548222962e-05,2.0541519967094385e-06
