ET	Runoff	Baseflow	CROP_SOIL_MOIST	EVAP_SOIL	date	cell
420.2595	33.7589	24.2128	100089.5793	119.2313	1/1/2000	468511764_CCF
357.7807	27.7601	11.3269	89670.3954	120.2687	1/1/2001	468511764_CCF
346.9667	24.0958	0.0091	95773.1715	93.3352	1/1/2002	468511764_CCF
363.0403	33.9326	0.0077	93856.7098	90.6496	1/1/2003	468511764_CCF
333.622	28.062	0	93421.794	123.483	1/1/2004	468511764_CCF
338.0796	25.7302	0	87083.6208	136.4344	1/1/2005	468511764_CCF
390.449	45.3271	0.0344	109308.0955	106.4463	1/1/2006	468511764_CCF
388.3176	26.4174	0.0311	99897.886	107.6362	1/1/2007	468511764_CCF
335.0064	21.8121	0	91750.4893	96.3165	1/1/2008	468511764_CCF
373.528	49.4056	5.3732	111106.9296	110.044	1/1/2009	468511764_CCF
423.531	37.0811	4.0163	97339.1416	135.3903	1/1/2010	468511764_CCF
386.7396	24.1357	12.99	94087.6597	97.3491	1/1/1981	468511889_CF
200.6467	15.7531	3.4978	61832.226	90.8191	1/1/1982	468511889_CF
307.284	31.3643	0.0979	77841.1746	96.358	1/1/1983	468511889_CF
289.0418	22.6458	0.088	70615.3164	114.776	1/1/1984	468511889_CF
146.9233	9.1292	0.082	61337.2621	50.4252	1/1/1985	468511889_CF
230.4071	17.5784	0.0891	65698.368	70.3324	1/1/1986	468511889_CF
165.9053	12.5525	0.0807	56957.7716	81.6935	1/1/1987	468511889_CF
181.4965	11.57	0.072	58539.5924	97.3028	1/1/1988	468511889_CF
215.3839	12.0613	0.0754	57404.5357	89.1069	1/1/1989	468511889_CF
126.0325	13.075	0.0672	61598.1599	82.2304	1/1/1990	468511889_CF
235.8826	15.0367	0.0831	63956.2183	104.2708	1/1/1991	468511889_CF
173.0881	15.1871	0.0838	64255.3397	84.2107	1/1/1992	468511889_CF
262.0789	14.87	0.0922	67565.0865	101.4999	1/1/1993	468511889_CF
147.1163	15.6526	0.0766	58837.6029	86.7207	1/1/1994	468511889_CF
278.8144	25.0548	0.0958	74712.2342	109.3436	1/1/1995	468511889_CF
265.9776	26.6118	0.087	71571.8932	87.6119	1/1/1996	468511889_CF
285.5421	27.4471	0.092	80823.4082	84.728	1/1/1997	468511889_CF
231.0504	15.6244	0.0869	64332.1032	80.0372	1/1/1998	468511889_CF
164.9341	9.8619	0.0699	56954.8958	56.4907	1/1/1999	468511889_CF
190.3163	12.6687	0.0796	57546.0803	97.3494	1/1/2000	468511889_CF
181.6458	15.0879	0.0809	59992.0689	82.3891	1/1/2001	468511889_CF
175.9788	10.108	0.0753	61313.467	74.4979	1/1/2002	468511889_CF
198.0316	14.3776	0.0811	63745.2639	68.5339	1/1/2003	468511889_CF
188.8449	11.8921	0.0766	58816.616	81.5199	1/1/2004	468511889_CF
155.5177	13.6467	0.0745	56543.1971	97.2215	1/1/2005	468511889_CF
254.9871	19.9787	0.0692	67544.8908	110.8264	1/1/2006	468511889_CF
208.672	11.2476	0.0774	61907.9139	77.7934	1/1/2007	468511889_CF
125.9377	5.2687	0.0611	55615.5288	56.873	1/1/2008	468511889_CF
185.4343	14.6393	0.0816	59682.781	79.0757	1/1/2009	468511889_CF
226.2745	20.4512	0.0761	64013.3077	122.8755	1/1/2010	468511889_CF
433.1592	41.5349	37.0276	117358.0459	141.0135	1/1/1981	471411785_CCF
413.0543	39.4701	34.7439	103334.4669	101.4075	1/1/1982	471411785_CCF
415.9967	50.2045	31.6255	116956.7199	137.9197	1/1/1983	471411785_CCF
440.3604	44.7442	29.3438	115763.8712	129.0685	1/1/1984	471411785_CCF
336.5925	22.7011	25.8052	96252.0983	79.1877	1/1/1985	471411785_CCF
377.9319	32.7516	21.5574	102325.2716	99.8621	1/1/1986	471411785_CCF
334.4196	20.6096	8.2889	86711.4699	116.7556	1/1/1987	471411785_CCF
316.6904	24.2526	0	87849.8791	123.7823	1/1/1988	471411785_CCF
340.5657	27.387	0.0052	95784.672	109.9568	1/1/1989	471411785_CCF
343.937	28.1446	0	97839.3706	118.1873	1/1/1990	471411785_CCF
377.7393	31.1882	0.0098	99828.1289	135.4375	1/1/1991	471411785_CCF
293.9105	22.1774	0	92374.0486	100.3831	1/1/1992	471411785_CCF
368.2087	25.8973	0	96272.2925	122.865	1/1/1993	471411785_CCF
299.8766	25.5946	0	89458.4046	117.4446	1/1/1994	471411785_CCF
396.6551	50.0096	0.5245	117488.462	128.6871	1/1/1995	471411785_CCF
431.0933	59.0837	16.243	121506.3782	113.3587	1/1/1996	471411785_CCF
396.5729	58.7979	25.4786	121817.9661	121.802	1/1/1997	471411785_CCF
411.2746	38.2941	24.8436	99446.3799	114.8324	1/1/1998	471411785_CCF
362.3248	35.4525	22.3442	108401.592	92.9338	1/1/1999	471411785_CCF
431.7038	28.7671	18.9097	97501.3373	127.1533	1/1/2000	471411785_CCF
297.0231	25.1462	2.0818	86993.1453	110.4253	1/1/2001	471411785_CCF
323.212	18.9575	0.0069	94542.8743	90.9743	1/1/2002	471411785_CCF
343.1026	31.0068	0.0086	95748.1822	90.4132	1/1/2003	471411785_CCF
311.6545	26.4996	0	91962.1588	116.3608	1/1/2004	471411785_CCF
334.0513	27.0115	0	90503.4548	131.8546	1/1/2005	471411785_CCF
392.1612	44.6412	0.6013	114054.8911	104.8765	1/1/2006	471411785_CCF
367.112	23.5369	2.4879	97800.8305	98.3377	1/1/2007	471411785_CCF
309.5444	18.8711	0	89534.9389	83.6217	1/1/2008	471411785_CCF
367.751	41.915	0.0303	107238.2435	100.9078	1/1/2009	471411785_CCF
405.5006	34.6656	0.017	98844.1137	138.5411	1/1/2010	471411785_CCF
370.9932	10.3989	1.551	108206.2036	99.0259	1/1/1981	473911972_CF
270.7552	5.6778	1.4375	79502.3884	92.5018	1/1/1982	473911972_CF
334.9503	15.8728	0.6261	100252.8235	86.0336	1/1/1983	473911972_CF
348.2337	9.6565	0	93251.0146	123.6386	1/1/1984	473911972_CF
169.0537	3.4273	0	79269.9461	45.9295	1/1/1985	473911972_CF
189.1075	7.0136	0	82520.7183	48.9686	1/1/1986	473911972_CF
227.7999	5.9774	0	82413.2533	71.2213	1/1/1987	473911972_CF
167.4873	3.8476	0	72944.4854	78.9661	1/1/1988	473911972_CF
201.2906	4.8025	0	73795.4634	94.0821	1/1/1989	473911972_CF
160.7248	5.8337	0	79512.2382	102.0238	1/1/1990	473911972_CF
242.7344	5.7858	0	80272.9001	112.9865	1/1/1991	473911972_CF
198.2344	6.453	0	79609.1159	115.0844	1/1/1992	473911972_CF
261.0301	6.3291	0	83569.6609	107.872	1/1/1993	473911972_CF
182.5265	5.5063	0	75375.1219	90.6508	1/1/1994	473911972_CF
264.9956	11.1195	0	90259.4478	98.9407	1/1/1995	473911972_CF
266.1312	7.6335	0	89075.0215	80.4768	1/1/1996	473911972_CF
289.462	10.614	0	89400.2049	91.2342	1/1/1997	473911972_CF
307.8507	7.9218	0	87433.493	116.4613	1/1/1998	473911972_CF
205.152	5.6356	0	78924.2261	58.7602	1/1/1999	473911972_CF
175.3918	3.6748	0	71905.1068	74.9329	1/1/2000	473911972_CF
153.4218	4.5126	0	73234.9815	68.9092	1/1/2001	473911972_CF
155.3905	3.3061	0	76745.1646	61.3111	1/1/2002	473911972_CF
201.8848	6.2232	0	83875.0842	60.8371	1/1/2003	473911972_CF
153.0765	4.6368	0	75984.905	76.0607	1/1/2004	473911972_CF
203.4406	7.8494	0	76744.1697	106.4818	1/1/2005	473911972_CF
311.9613	8.3719	0	90860.3741	105.4094	1/1/2006	473911972_CF
186.8114	4.0284	0	73637.8866	75.3664	1/1/2007	473911972_CF
125.352	2.0204	0	72161	47.4166	1/1/2008	473911972_CF
144.9469	3.0745	0	72693.6969	61.8974	1/1/2009	473911972_CF
228.5363	8.453	0	79636.1312	125.7732	1/1/2010	473911972_CF
435.1909	45.1922	34.0055	106872.8087	135.6555	1/1/1981	453911731_CCF
449.8388	32.8892	32.8798	95792.8871	130.952	1/1/1982	453911731_CCF
434.5981	36.35	29.2806	100447.2285	126.5227	1/1/1983	453911731_CCF
436.7562	40.3423	26.4644	101789.3646	109.9498	1/1/1984	453911731_CCF
385.2411	24.5019	23.0506	99272.2748	97.6144	1/1/1985	453911731_CCF
411.1426	29.6341	19.2294	94895.9271	115.9569	1/1/1986	453911731_CCF
384.18	17.3525	5.3299	78631.3704	137.9906	1/1/1987	453911731_CCF
334.4015	15.8474	0	66248.3069	138.5061	1/1/1988	453911731_CCF
282.2331	26.3367	0	86188.1985	122.7602	1/1/1989	453911731_CCF
423.3717	35.5403	8.6657	102096.3517	121.593	1/1/1990	453911731_CCF
403.2012	28.4617	1.5852	84625.0755	118.6415	1/1/1991	453911731_CCF
294.8996	15.8492	0.3307	69407.9382	157.8869	1/1/1992	453911731_CCF
417.1358	29.9658	0	85395.884	112.9149	1/1/1993	453911731_CCF
375.3355	16.8384	0	76562.1353	138.3801	1/1/1994	453911731_CCF
410.2396	35.7968	0	85115.7727	124.1141	1/1/1995	453911731_CCF
444.2721	31.2948	0	91185.2644	100.8422	1/1/1996	453911731_CCF
389.0059	27.3906	0	88299.3772	136.6416	1/1/1997	453911731_CCF
460.8474	42.6259	0	94776.31	136.0602	1/1/1998	453911731_CCF
337.5169	19.6962	0	91300.2914	88.631	1/1/1999	453911731_CCF
336.7946	20.0508	0	81486.4258	118.191	1/1/2000	453911731_CCF
318.083	18.001	0	81663.6971	101.4897	1/1/2001	453911731_CCF
290.0185	17.3506	0	78997.7997	103.8454	1/1/2002	453911731_CCF
385.7004	29.2265	0	86561.797	98.4872	1/1/2003	453911731_CCF
333.49	21.0401	0	77758.656	140.6572	1/1/2004	453911731_CCF
418.3009	29.1377	0	86775.5828	134.1652	1/1/2005	453911731_CCF
327.0416	22.1294	0	79028.6843	109.7692	1/1/2006	453911731_CCF
288.57	14.899	0	76882.2882	103.4416	1/1/2007	453911731_CCF
350.8423	19.2575	0	80463.4139	96.1437	1/1/2008	453911731_CCF
364.2111	30.6673	0	88841.5543	108.5699	1/1/2009	453911731_CCF
455.1024	35.4381	0	95907.1854	118.5318	1/1/2010	453911731_CCF
