,S1_sobol,ST_sobol
0,0.002404145016939833,0.003503874540479615
1,-4.183998671171371e-05,6.132814943082046e-06
2,0.0001060894708864175,0.00011859257474366071
3,4.562225721951341e-05,1.0259111972414869e-05
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,-0.0013851156590854853,0.0019598244661903565
10,-0.00032599146237182396,0.0008136008249788073
11,0.0,0.0
12,0.08925736583886444,0.09115849757125315
13,0.019620703339209414,0.03808010782638805
14,0.005571699545993312,0.025763424491258288
15,-4.084733509474522e-05,0.0001979000059442344
16,0.7370364403254692,0.7453108200764791
17,0.004341098530936458,0.006788329505414929
18,-3.9476965143420004e-05,3.743167582225534e-05
19,0.0,0.0
20,-4.399285668682249e-05,9.93569748602023e-05
21,0.0021584977092090293,0.00507770577026002
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,-1.2315409362662114e-05,9.109679625067306e-07
27,0.005820086801354676,0.01592511707971214
28,-3.899127400340385e-05,9.674532331650182e-07
29,0.09302982033865688,0.10665308856300579
30,-4.332444570024515e-05,3.44150289355981e-05
31,3.3883441187908364e-05,6.6156266590451545e-06
32,0.00018474385780922243,2.6451736701364674e-05
