,S1_sobol,ST_sobol
0,0.853087483934792,0.851088223908579
1,-0.0005482479696472522,0.001964371688476873
2,0.00204028233439368,0.0024570393842051814
3,0.000266038661771039,0.0007793341397172375
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,4.923791722699037e-05,0.00013235811901694925
10,0.00048548005069749426,0.00011596010376194464
11,0.0,0.0
12,-0.0001235383350728283,0.0001884517491492222
13,0.02552749081067479,0.03266827297562294
14,0.0025421941557978514,0.004494085165462223
15,0.031416821477661304,0.05849217431392092
16,0.0010772277999449944,0.000767119131791583
17,-4.352817470842946e-05,1.683149310549411e-06
18,0.00010956629767976181,1.329935278095919e-05
19,0.0,0.0
20,0.0013405088407999225,0.003553549394947309
21,0.040946911792834904,0.06199196848571527
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0008807481028319386,0.00021901348521418141
27,0.0064421836451366505,0.00910888863989706
28,-1.742124915410028e-05,1.923489122842933e-07
29,0.001243378254482084,0.0018436674148467535
30,-5.986092454994389e-05,5.048794234201568e-06
31,-5.265899802588147e-07,1.474603385596527e-06
32,2.7157334880517886e-05,3.1636013578803673e-06
