"Yield","sample"
7.78349,1
7.54194666666667,2
7.78349,3
7.78349,4
7.78349,5
7.69349333333333,6
7.78349,7
8.04748666666667,8
7.78349,9
7.66156,10
7.79830666666667,11
7.78825333333333,12
7.13761,13
7.78349,14
7.92269666666667,15
7.70782,16
8.29428333333333,17
7.61711333333333,18
7.78375666666667,19
7.78458333333333,20
7.78349,21
7.79542333333333,22
6.95641333333333,23
7.78349,24
7.78349,25
6.97582,26
7.75484,27
7.78349,28
7.97490666666667,29
7.78458666666667,30
7.87767666666667,31
7.78073666666667,32
7.78340666666667,33
7.78719666666667,34
6.77933333333333,35
6.73580333333333,36
6.73580333333333,37
6.73580333333333,38
6.81266333333333,39
6.73580333333333,40
6.52686333333333,41
6.73580333333333,42
6.84449333333333,43
6.70987666666667,44
6.72695333333333,45
7.45611666666667,46
6.73580333333333,47
6.34789333333333,48
6.33510333333333,49
6.17555,50
6.96772,51
6.73531666666667,52
6.73395333333333,53
6.73580333333333,54
6.73158,55
6.89428333333333,56
6.73580333333333,57
6.73580333333333,58
7.89150666666667,59
6.73580333333333,60
6.73580333333333,61
6.54414,62
6.73433,63
6.73702,64
6.72425333333333,65
6.73591666666667,66
6.72997,67
6.73580333333333,68
6.25468333333333,69
6.34195333333333,70
6.25468333333333,71
6.25468333333333,72
6.25468333333333,73
6.32999,74
6.25468333333333,75
6.47257,76
6.25468333333333,77
6.54372666666667,78
6.24960333333333,79
6.24063333333333,80
6.62919333333333,81
6.25922,82
5.79647333333333,83
6.18591333333333,84
5.80978,85
6.82039,86
6.2548,87
6.29874,88
6.25468333333333,89
6.14667666666667,90
6.61321,91
6.25468333333333,92
6.25468333333333,93
6.63790333333333,94
6.2471,95
6.25468333333333,96
6.06798333333333,97
6.25367666666667,98
6.27530333333333,99
6.26191,100
6.25425,101
6.25897666666667,102
7.42254,103
7.78019,104
7.78004666666667,105
7.78019,106
7.67688666666667,107
7.78019,108
7.49996666666667,109
7.78019,110
7.47349666666667,111
7.79171666666667,112
7.81001666666667,113
7.42518666666667,114
7.71721,115
8.26175,116
7.71122666666667,117
8.31819666666667,118
7.31422,119
7.77984333333333,120
7.73742666666667,121
7.78019,122
7.97324666666667,123
6.41489333333333,124
7.78019,125
7.78019,126
7.53073,127
7.81544,128
7.78019,129
8.16327666666667,130
7.78126,131
7.68265333333333,132
7.78243333333333,133
7.78034666666667,134
7.77104666666667,135
7.78019,136
5.52061,137
5.84051333333333,138
5.52061,139
5.52061,140
5.52061,141
5.51563333333333,142
5.52061,143
5.49631,144
5.52061,145
5.61758666666667,146
5.51439333333333,147
5.52482,148
5.69228,149
5.52061,150
5.75358,151
5.57997,152
5.64466666666667,153
5.59107,154
5.52072333333333,155
5.52010333333333,156
5.52061,157
5.62786,158
5.68494333333333,159
5.52061,160
5.52061,161
5.52027666666667,162
5.49071,163
5.52061,164
5.54348333333333,165
5.52066666666667,166
5.63048333333333,167
5.50769,168
5.52247,169
5.52865333333333,170
6.62104,171
6.99221666666667,172
6.99221666666667,173
6.99156,174
6.99926333333333,175
6.99217333333333,176
7.02611666666667,177
6.99217333333333,178
6.87743333333333,179
6.99666,180
6.99015666666667,181
6.79855,182
6.99217333333333,183
6.69017,184
7.08343666666667,185
6.79316,186
6.85450666666667,187
6.99183,188
6.99825666666667,189
6.99217333333333,190
6.93590333333333,191
6.88594,192
6.99217333333333,193
6.99217333333333,194
6.99282666666667,195
7.02638333333333,196
6.99199,197
6.97565333333333,198
6.99206,199
6.87641666666667,200
7.01186666666667,201
6.98705666666667,202
6.97699666666667,203
6.99217333333333,204
8.52855333333333,205
8.22184,206
8.52855333333333,207
8.52855333333333,208
8.52855333333333,209
8.51942666666667,210
8.52855333333333,211
8.48982333333333,212
8.52855333333333,213
8.13228,214
8.52351,215
8.53422,216
8.13255666666667,217
8.55417666666667,218
8.28146,219
8.17889333333333,220
8.71417333333333,221
7.91482666666667,222
8.52903666666667,223
8.53895333333333,224
8.52855333333333,225
8.51863333333333,226
8.46188,227
8.52855333333333,228
8.52855333333333,229
8.52216666666667,230
8.51002,231
8.52855333333333,232
8.5288,233
8.5287,234
8.47248666666667,235
8.51974666666667,236
8.52174333333333,237
8.51858,238
7.04154333333333,239
6.82997333333333,240
6.82997333333333,241
6.82997333333333,242
6.83693333333333,243
6.82997333333333,244
6.86031,245
6.82997333333333,246
7.17374333333333,247
6.83730666666667,248
6.82513666666667,249
7.17625333333333,250
6.81172333333333,251
6.48177,252
6.92228666666667,253
6.74608,254
7.30591333333333,255
6.82975,256
6.82445666666667,257
6.82997333333333,258
6.83875666666667,259
6.84882333333333,260
6.82997333333333,261
6.82997333333333,262
6.83645333333333,263
6.83777333333333,264
6.82997333333333,265
6.83126333333333,266
6.82987,267
6.84662333333333,268
6.83731333333333,269
6.83562333333333,270
6.83666333333333,271
6.82997333333333,272
7.50437666666667,273
7.40832333333333,274
7.50437666666667,275
7.50437666666667,276
7.50437666666667,277
7.49437333333333,278
7.50437666666667,279
7.61900666666667,280
7.50437666666667,281
7.72682,282
7.50926333333333,283
7.48133666666667,284
7.48105666666667,285
7.50437666666667,286
7.57312333333333,287
8.11878666666667,288
7.64720666666667,289
7.01366,290
7.49119666666667,291
7.48371,292
7.50437666666667,293
7.51761,294
7.60643,295
7.50437666666667,296
7.50437666666667,297
7.50261,298
7.47369666666667,299
7.50437666666667,300
7.47535333333333,301
7.50368,302
7.46628333333333,303
7.50310333333333,304
7.50952333333333,305
7.51361,306
7.45852666666667,307
7.40301,308
7.40301,309
7.40301,310
7.41374333333333,311
7.40301,312
7.28991333333333,313
7.40301,314
7.19954,315
7.39550666666667,316
7.41592,317
7.42294,318
7.40301,319
7.60858666666667,320
7.19667,321
7.28983666666667,322
8.04681,323
7.40935,324
7.42658333333333,325
7.40301,326
7.34182,327
7.50452,328
7.40301,329
7.40301,330
7.40479,331
7.43282,332
7.40301,333
7.38673666666667,334
7.40588333333333,335
7.56236,336
7.40634666666667,337
7.39973333333333,338
7.39577666666667,339
7.40301,340
5.44554,341
5.41896333333333,342
5.44554,343
5.44554,344
5.44554,345
5.43924,346
5.44554,347
5.14393666666667,348
5.44554,349
5.28338666666667,350
5.45309,351
5.4622,352
5.35390333333333,353
5.49674333333333,354
6.10191333333333,355
5.58816666666667,356
5.66431666666667,357
5.49198,358
5.45010666666667,359
5.44512333333333,360
5.44554,361
5.23474,362
4.98325333333333,363
5.44554,364
5.44554,365
5.44535,366
5.4163,367
5.44554,368
5.46128666666667,369
5.44530666666667,370
