,S1_sobol,ST_sobol
0,0.008430721922434237,0.012344889029718203
1,-2.275354817829572e-06,6.396349828376972e-05
2,0.0003736938955023902,0.0006774449498667619
3,-0.00010691341409162779,2.9698650651664348e-05
4,0.0019265621362520597,0.0020195219590416168
5,0.0,0.0
6,0.026146433863584253,0.029382156925662067
7,0.0,0.0
8,0.04677107370484988,0.04864625618802634
9,-1.2862780297399135e-05,9.867118799459093e-05
10,-7.880827400541205e-05,2.7248512728851273e-05
11,0.14017321773954186,0.14351557121598935
12,0.003324698183554196,0.008501732471385479
13,0.008312402258523732,0.014956270994550476
14,-0.0010190074817215979,0.0011165262081991698
15,0.002960612899995591,0.004045376211546613
16,0.15948487073192438,0.16341437275350448
17,4.4366068217379386e-05,5.5231501996867333e-05
18,0.0001776275545338653,0.00017491482884312735
19,6.7878276600641505e-06,1.3599089420802332e-08
20,8.57379515456896e-05,8.21801068015679e-05
21,0.04874055920685,0.06105475195969179
22,6.7878276600641505e-06,1.3599089420802332e-08
23,6.7878276600641505e-06,1.3599089420802332e-08
24,0.4085740373683798,0.45440070102447344
25,0.03908919552024874,0.06094888155255165
26,6.935922340764911e-05,4.094264364095329e-06
27,0.026250026974782032,0.031261851029222146
28,-1.837372275950707e-05,4.20701663687366e-06
29,0.0036340464206729354,0.03152403539519821
30,-0.00021728335450099,0.00016257366388900869
31,0.00012746918774419826,7.05907119605871e-05
32,0.00027511611830734927,0.00028538491721885904
