,S1_sobol,ST_sobol
0,0.018811929679660718,0.02470703845014944
1,9.579362140848399e-06,9.648029605886003e-08
2,-3.4326837280472056e-05,4.412159439420666e-06
3,-1.2339764083524226e-05,2.6720940538369696e-07
4,0.002877904048211041,0.0037891844347074047
5,0.0,0.0
6,0.03042393751934267,0.03594175799881693
7,0.0,0.0
8,0.014130303099257596,0.013813535383586702
9,0.0008095832109624285,0.0009729700308392307
10,-0.00024462876377657935,0.0006436304913807329
11,0.06575689781511004,0.06734769864396564
12,0.006637958501188366,0.009174592789331311
13,0.08350376839376375,0.1278298284776547
14,-0.002034185691381648,0.019339421239357744
15,0.20624020721899625,0.23569506627642828
16,0.029723601687264536,0.030915512708923062
17,0.00013888641768037202,7.028368835742873e-05
18,8.8744761936895e-05,0.00010340579926520134
19,0.0,0.0
20,0.004580575249152316,0.003548882476028161
21,0.17647537478555536,0.19301409011268866
22,0.0,0.0
23,0.0,0.0
24,0.019634261306521832,0.03381571769863813
25,0.14169985773443827,0.15426546220714926
26,3.854440698891949e-05,1.0686088984655955e-06
27,0.03924965451895439,0.04829614283866126
28,-3.593166982254541e-05,2.2384624931238214e-06
29,0.07587769309029613,0.08082648218987443
30,-0.00025526294357626267,4.21863562821506e-05
31,5.894675005199738e-05,9.50042823916599e-06
32,7.004363864502543e-05,5.113126470420911e-05
