,S1_sobol,ST_sobol
0,0.023577338246958793,0.03166652645013934
1,-7.3983040802441305e-06,2.7759441014941562e-06
2,9.157438772389264e-05,6.674564249675134e-05
3,3.5345152021743726e-05,9.989305241136836e-06
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,-6.002206815332983e-05,0.0023582457861632457
10,0.0013240577362601876,0.001933699796230744
11,0.0,0.0
12,0.08952991743230163,0.09344653519102215
13,0.007674667070931062,0.024089371236412496
14,0.0014292001236411796,0.021985870777758036
15,0.006050248635429029,0.0116722880632957
16,0.724507869133032,0.7726993592841359
17,0.0013275229781798514,0.0022860201864808353
18,-6.688964571290315e-05,4.205733738438611e-05
19,0.0,0.0
20,-0.0005505783116256285,0.0002138615664044651
21,0.01489172262243754,0.025497502210100022
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,-7.92513139346996e-05,5.089806040415455e-06
27,0.023960751549206717,0.030311887532237174
28,-0.0001687716510342781,8.82071249526164e-06
29,0.06907855983968096,0.10216639765500124
30,-0.00010624203109745464,7.989258189119514e-05
31,-0.00011605999661759168,2.0569137503495958e-05
32,-0.0003547786062390024,4.931617814264894e-05
