"Yield","sample"
10.2648866666667,1
9.94441333333333,2
10.2648866666667,3
10.2648866666667,4
10.2648866666667,5
10.1599766666667,6
10.2648866666667,7
10.61447,8
10.2648866666667,9
10.1040466666667,10
10.2794466666667,11
10.2734333333333,12
9.39000666666667,13
10.2648866666667,14
10.02576,15
10.35503,16
10.3399933333333,17
9.96307666666667,18
10.26565,19
10.2597233333333,20
10.2648866666667,21
10.2672266666667,22
9.67981,23
10.2648866666667,24
10.2648866666667,25
8.73278333333333,26
10.25533,27
10.2648866666667,28
10.4010166666667,29
10.2659233333333,30
10.2863,31
10.25907,32
10.2646233333333,33
10.2645566666667,34
7.97175333333333,35
7.89225,36
7.89225,37
7.89225,38
7.97202333333333,39
7.89225,40
7.64114333333333,41
7.89225,42
8.01778,43
7.87598333333333,44
7.87775333333333,45
8.76283,46
7.89225,47
7.73497,48
7.05384,49
7.59806333333333,50
8.17858333333333,51
7.89149666666667,52
7.89223666666667,53
7.89225,54
7.89063,55
7.87086,56
7.89225,57
7.89225,58
9.33206333333333,59
7.89225,60
7.89225,61
7.83586333333333,62
7.88977,63
7.92135,64
7.88053666666667,65
7.89259,66
7.88779,67
7.89225,68
7.60119666666667,69
7.75561666666667,70
7.60119666666667,71
7.60119666666667,72
7.60119666666667,73
7.67442333333333,74
7.60119666666667,75
7.86163333333333,76
7.60119666666667,77
7.95996,78
7.59689666666667,79
7.58887,80
8.06865,81
7.59579333333333,82
7.32956666666667,83
7.48339,84
7.34284333333333,85
8.38446666666667,86
7.60151666666667,87
7.62652,88
7.60119666666667,89
7.55245,90
7.5249,91
7.60119666666667,92
7.60119666666667,93
8.52893,94
7.60097,95
7.60119666666667,96
7.47241666666667,97
7.60016,98
7.59047,99
7.61207666666667,100
7.60084333333333,101
7.60827,102
10.25173,103
11.01474,104
11.0146733333333,105
11.01474,106
10.87758,107
11.01474,108
10.5973166666667,109
11.01474,110
10.59915,111
11.0218633333333,112
11.03283,113
10.5608033333333,114
10.94149,115
10.83081,116
11.0685666666667,117
11.17342,118
10.0503733333333,119
11.0130466666667,120
10.9925066666667,121
11.01474,122
11.0941333333333,123
9.89030666666667,124
11.01474,125
11.01474,126
9.92971,127
11.04643,128
11.01474,129
11.33695,130
11.01674,131
10.9255233333333,132
11.03298,133
11.0148866666667,134
